Model_name,Price,Manufacturer,Condition,Type,Distance,Color,Body_type,Fuel_type,Engine_cc
تويوتا فورتشنر 2026,"3,500,000 ج.م.",تويوتا,جديدة,أوتوماتيك,,Black,SUV,Gas,4000.0
شيري تيجو 8  برو ماكس 2026,"1,590,000 ج.م.",شيري,جديدة,أوتوماتيك,,White,SUV,Gas,1600.0
رينو ميجان 2018,"630,000 ج.م.",رينو,مستعملة,أوتوماتيك,"83,000 كم",Brown,Sedan,Gas,1600.0
سكودا كودياك 2024,"2,450,000 ج.م.",سكودا,جديدة,أوتوماتيك,,Gray,SUV,Gas,1500.0
مرسيدس EQS SUV 2023,"6,850,000 ج.م.",مرسيدس,مستعملة,أوتوماتيك,"9,000 كم",Gray,SUV,Electric,
شانجان UNI-V 2026,"1,260,000 ج.م.",شانجان,جديدة,أوتوماتيك,,Beige,Sedan,Gas,1500.0
سكودا كودياك 2024,"2,450,000 ج.م.",سكودا,جديدة,أوتوماتيك,,Gray,SUV,Gas,1500.0
شانجان UNI-V 2026,"1,240,000 ج.م.",شانجان,جديدة,أوتوماتيك,,White,Sedan,Gas,1500.0
دايو لانوس 1998,"230,000 ج.م.",دايو,مستعملة,أوتوماتيك,"307,000 كم",Silver,Sedan,Natural Gas,1500.0
جيلي سيتي راي 2026,"1,250,000 ج.م.",جيلي,جديدة,أوتوماتيك,,Gray,SUV,Gas,1500.0
فولكس فاجن إي-لافيدا 2019,"890,000 ج.م.",فولكس فاجن,مستعملة,أوتوماتيك,"165,000 كم",,,,
ميتسوبيشي لانسر بومة 2014,"650,000 ج.م.",ميتسوبيشي,مستعملة,أوتوماتيك,"103,565 كم",Silver,Sedan,Gas,1600.0
بي ام دبليو X3 2018,"2,000,000 ج.م.",بي ام دبليو,مستعملة,أوتوماتيك,"52,000 كم",Navy Blue,Hatchback,Gas,2000.0
هيونداى توسان 2026,"1,885,000 ج.م.",هيونداى,جديدة,أوتوماتيك,,Dark Grey,SUV,Gas,1600.0
كاديلاك اسكاليد 2025,"14,900,000 ج.م.",كاديلاك,جديدة,أوتوماتيك,,Black,,Gas,6200.0
إم جي 7 2026,"1,540,000 ج.م.",إم جي,جديدة,أوتوماتيك,,Green,Sedan,Gas,1500.0
بي ام دبليو X7 2020,"5,600,000 ج.م.",بي ام دبليو,مستعملة,أوتوماتيك,"35,000 كم",Gray,SUV,Gas,4400.0
شيفروليه الدبابة TFR 2026,"970,000 ج.م.",شيفروليه,جديدة,مانيوال,,White,Pickup,Gas,2500.0
بايك BJ30 2026,"1,640,000 ج.م.",بايك,جديدة,أوتوماتيك,,Gray,SUV,Hybrid,1500.0
هيونداى أكسنت RB 2026,"850,000 ج.م.",هيونداى,جديدة,أوتوماتيك,,Silver,Sedan,Gas,1600.0
بي واى دى F3 2025,"690,000 ج.م.",بي واى دى,جديدة,مانيوال,,Blue,Sedan,Gas,1500.0
شيري تيجو 7 2026,"1,010,000 ج.م.",شيري,جديدة,أوتوماتيك,,Navy Blue,SUV,Gas,1500.0
ساوايست S 07 2026,"1,400,000 ج.م.",ساوايست,جديدة,أوتوماتيك,,Gray,SUV,Gas,1600.0
إم جي 5 2026,"885,000 ج.م.",إم جي,جديدة,أوتوماتيك,,Red,Sedan,Gas,1500.0
شيفروليه اوبترا 2026,"740,000 ج.م.",شيفروليه,جديدة,أوتوماتيك,,Navy Blue,Sedan,Gas,1500.0
سكودا اوكتافيا A8 2026,"1,600,000 ج.م.",سكودا,جديدة,أوتوماتيك,,Silver,Sedan,Gas,1400.0
شينراي X30 2026,"580,000 ج.م.",شينراي,جديدة,مانيوال,,Silver,Van,Gas,1500.0
إم جي ZS 2026,"1,085,000 ج.م.",إم جي,جديدة,أوتوماتيك,,Red,SUV,Gas,1500.0
نيسان صني 2026,"770,000 ج.م.",نيسان,جديدة,أوتوماتيك,,Black,Sedan,Gas,1500.0
إم جي RX5 Plus 2026,"1,390,000 ج.م.",إم جي,جديدة,أوتوماتيك,,Dark Grey,SUV,Gas,1500.0
كايي X7 2026,"1,395,000 ج.م.",كايي,جديدة,أوتوماتيك,,Dark Grey,SUV,Gas,1500.0
ساوايست S 06 2026,"1,375,000 ج.م.",ساوايست,جديدة,أوتوماتيك,,White,SUV,Gas,1600.0
بروتون ساجا 2026,"640,000 ج.م.",بروتون,جديدة,أوتوماتيك,,Blue,Sedan,Gas,1300.0
رينو كابتشر 2018,"575,000 ج.م.",رينو,مستعملة,أوتوماتيك,"69,000 كم",Black,SUV,Gas,1200.0
شيري تيجو 4 برو 2026,"990,000 ج.م.",شيري,جديدة,أوتوماتيك,,White,SUV,Gas,1500.0
مرسيدس E 180 2018,"2,200,000 ج.م.",مرسيدس,مستعملة,أوتوماتيك,140 كم,White,Sedan,Gas,1600.0
مرسيدس CLA 200 2023,"1,950,000 ج.م.",مرسيدس,مستعملة,أوتوماتيك,"47,000 كم",White,Coupe,Gas,1300.0
مرسيدس C200 2022,"3,150,000 ج.م.",مرسيدس,مستعملة,أوتوماتيك,"9,500 كم",Black,Sedan,Hybrid,1500.0
سيات ليون 2018,"860,000 ج.م.",سيات,مستعملة,أوتوماتيك,"160,000 كم",Gray,Hatchback,Gas,1600.0
ساوايست S 06 2026,"1,380,000 ج.م.",ساوايست,جديدة,أوتوماتيك,,Gray,SUV,Gas,1600.0
سوزوكي بالينو 2026,"925,000 ج.م.",سوزوكي,جديدة,أوتوماتيك,,Maroon,Hatchback,Gas,1500.0
رينو داستر 2016,"420,000 ج.م.",رينو,مستعملة,مانيوال,"180,000 كم",Green,SUV,Gas,1400.0
بيجو 3008 2022,"1,350,000 ج.م.",بيجو,مستعملة,أوتوماتيك,"85,000 كم",Blue,SUV,Gas,1600.0
كوبرا ليون 2025,"1,625,000 ج.م.",كوبرا,مستعملة,أوتوماتيك,"18,000 كم",Beige,Hatchback,Gas,1400.0
هيونداى توسان 2025,"1,925,000 ج.م.",هيونداى,جديدة,أوتوماتيك,,Gray,SUV,Gas,1600.0
ديبال S07 2025,"1,850,000 ج.م.",ديبال,جديدة,أوتوماتيك,,Gray,Hatchback,Electric,
هيونداى توسان 2025,"1,925,000 ج.م.",هيونداى,جديدة,أوتوماتيك,,White,SUV,Gas,1500.0
سانج يونج توريس 2025,"1,970,000 ج.م.",سانج يونج,جديدة,أوتوماتيك,,,,,
كيا سورينتو 2025,"3,300,000 ج.م.",كيا,جديدة,أوتوماتيك,,Silver,SUV,Gas,1600.0
إم جي 5 2025,"1,200,000 ج.م.",إم جي,جديدة,أوتوماتيك,,White,Sedan,Gas,1500.0
مرسيدس C180 2022,"2,800,000 ج.م.",مرسيدس,مستعملة,أوتوماتيك,"18,000 كم",Gray,Sedan,Gas,1600.0
إم جي 7 2026,"1,690,000 ج.م.",إم جي,جديدة,أوتوماتيك,,Gray,Sedan,Gas,1500.0
جيتور X70 2026,"1,050,000 ج.م.",جيتور,جديدة,أوتوماتيك,,Gray,SUV,Gas,1500.0
شيري تيجو 7 2026,"960,000 ج.م.",شيري,جديدة,أوتوماتيك,,Beige,SUV,Gas,1500.0
شيري تيجو 8 2026,"1,150,000 ج.م.",شيري,جديدة,أوتوماتيك,,Black,SUV,Gas,1500.0
نيسان صني 2026,"690,000 ج.م.",نيسان,جديدة,أوتوماتيك,,Black,Sedan,Gas,1500.0
هيونداى أكسنت 2026,"780,000 ج.م.",هيونداى,جديدة,أوتوماتيك,,Red,Sedan,Gas,1600.0
بي واى دى F3 2025,"680,000 ج.م.",بي واى دى,جديدة,أوتوماتيك,,Blue,Sedan,Gas,1500.0
كيا سيراتو 2013,"740,000 ج.م.",كيا,مستعملة,أوتوماتيك,"135,000 كم",Black,Sedan,Gas,1600.0
تويوتا فورتشنر 2025,"3,400,000 ج.م.",تويوتا,جديدة,أوتوماتيك,,White,SUV,Gas,4000.0
تويوتا كورولا 2025,"1,425,000 ج.م.",تويوتا,جديدة,أوتوماتيك,,Gray,Sedan,Gas,1600.0
تويوتا اوربان كروزر 2025,"1,490,000 ج.م.",تويوتا,جديدة,أوتوماتيك,,Blue,SUV,Gas,1500.0
إم جي 5 2026,"900,000 ج.م.",إم جي,جديدة,أوتوماتيك,,Blue,Sedan,Gas,1500.0
أودي Q2 2025,"2,090,000 ج.م.",أودي,جديدة,أوتوماتيك,,Gold,SUV,Gas,1500.0
نيسان إكس تريل 2026,"2,090,000 ج.م.",نيسان,جديدة,أوتوماتيك,,Beige,SUV,Gas,1500.0
نيسان سنترا 2026,"900,000 ج.م.",نيسان,جديدة,أوتوماتيك,,Silver,Sedan,Gas,1600.0
ميتسوبيشي اكسباندر 2026,"1,300,000 ج.م.",ميتسوبيشي,جديدة,أوتوماتيك,,Silver,SUV,Gas,1500.0
شيري تيجو 4 برو 2026,"885,000 ج.م.",شيري,جديدة,أوتوماتيك,,Red,SUV,Gas,1500.0
رينو ميجان 2026,"1,100,000 ج.م.",رينو,جديدة,أوتوماتيك,,Maroon,Sedan,Gas,1600.0
إم جي ZS 2026,"930,000 ج.م.",إم جي,جديدة,أوتوماتيك,,Red,SUV,Gas,1500.0
إم جي One 2026,"1,300,000 ج.م.",إم جي,جديدة,أوتوماتيك,,Blue,SUV,Gas,1500.0
جيتور T2 2026,"1,850,000 ج.م.",جيتور,جديدة,أوتوماتيك,,Silver,SUV,Gas,1500.0
جيتور T1 2026,"1,600,000 ج.م.",جيتور,جديدة,أوتوماتيك,,Blue,SUV,Gas,1500.0
بايك U5 Plus 2026,"857,000 ج.م.",بايك,جديدة,أوتوماتيك,,Gray,Sedan,Gas,1500.0
بايك X 55 2026,"1,400,000 ج.م.",بايك,جديدة,أوتوماتيك,,Gray,SUV,Gas,1500.0
بايك BJ30 2026,"1,675,000 ج.م.",بايك,جديدة,أوتوماتيك,,Gray,SUV,Gas,1500.0
بي ام دبليو X6 2018,"3,350,000 ج.م.",بي ام دبليو,مستعملة,أوتوماتيك,"95,000 كم",Black,SUV,Gas,4400.0
رينو ميجان 2020,"820,000 ج.م.",رينو,مستعملة,أوتوماتيك,"120,000 كم",Black,Sedan,Gas,1600.0
كيا سبورتاج 2017,"1,175,000 ج.م.",كيا,مستعملة,أوتوماتيك,"160,000 كم",Gray,SUV,Gas,1600.0
بي ام دبليو 520i 2014,"1,520,000 ج.م.",بي ام دبليو,مستعملة,أوتوماتيك,"160,000 كم",Gray,Sedan,Gas,2000.0
سكودا كودياك 2019,"1,600,000 ج.م.",سكودا,مستعملة,أوتوماتيك,"110,000 كم",Dark Grey,SUV,Gas,1400.0
شيري اريزو 5 2026,"675,000 ج.م.",شيري,جديدة,أوتوماتيك,,Red,Sedan,Gas,1500.0
هيونداى بايون 2022,"820,000 ج.م.",هيونداى,مستعملة,أوتوماتيك,"33,000 كم",Blue,Hatchback,Gas,1400.0
مرسيدس C180 2019,"2,050,000 ج.م.",مرسيدس,مستعملة,أوتوماتيك,"115,000 كم",White,Sedan,Gas,1500.0
نيسان قشقاي 2019,"825,000 ج.م.",نيسان,مستعملة,أوتوماتيك,"120,000 كم",Dark Grey,SUV,Gas,1600.0
نيسان قشقاي 2026,"1,465,000 ج.م.",نيسان,جديدة,أوتوماتيك,,White,SUV,Gas,1300.0
مازدا 3 2015,"730,000 ج.م.",مازدا,مستعملة,أوتوماتيك,"175,000 كم",Blue,Sedan,Gas,1600.0
كيا سيراتو 2015,"710,000 ج.م.",كيا,مستعملة,أوتوماتيك,"140,000 كم",Bronze,Sedan,Gas,1600.0
سكودا كودياك 2020,"1,460,000 ج.م.",سكودا,مستعملة,أوتوماتيك,"130,000 كم",Gray,SUV,Gas,1400.0
شيري اريزو 5 2026,"800,000 ج.م.",شيري,مستعملة,أوتوماتيك,10 كم,Red,Sedan,Gas,1500.0
جيب جراند شيروكى 2015,"1,500,000 ج.م.",جيب,مستعملة,أوتوماتيك,"175,000 كم",Brown,SUV,Gas,5700.0
كيا سبورتاج 2020,"1,450,000 ج.م.",كيا,مستعملة,أوتوماتيك,"80,000 كم",Black,SUV,Gas,1600.0
فيات جراند بونتو 2015,"380,000 ج.م.",فيات,مستعملة,مانيوال,"212,000 كم",Silver,Hatchback,Gas,1300.0
رينو ميجان 2020,"660,000 ج.م.",رينو,مستعملة,أوتوماتيك,"260,000 كم",Blue,Sedan,Gas,1600.0
ساوايست S 06 2026,"1,160,000 ج.م.",ساوايست,جديدة,أوتوماتيك,,Silver,SUV,Gas,1500.0
جيلي GX3 PRO 2024,"710,000 ج.م.",جيلي,مستعملة,أوتوماتيك,"27,000 كم",Champagne,SUV,Gas,1500.0
هيونداى ماتريكس 2010,"550,000 ج.م.",هيونداى,مستعملة,أوتوماتيك,"174,000 كم",Blue,SUV,Gas,1600.0
شيفروليه كروز 2016,"520,000 ج.م.",شيفروليه,مستعملة,أوتوماتيك,"142,000 كم",Black,Sedan,Gas,1600.0
إم جي ZS 2026,"1,090,000 ج.م.",إم جي,جديدة,أوتوماتيك,,Silver,SUV,Gas,1500.0
إم جي One 2026,"1,350,000 ج.م.",إم جي,جديدة,أوتوماتيك,,White,SUV,Gas,1500.0
مرسيدس C200 2020,"2,650,000 ج.م.",مرسيدس,مستعملة,أوتوماتيك,"55,000 كم",Dark Grey,Coupe,Gas,1500.0
تويوتا لاند كروزر 2025,"9,000,000 ج.م.",تويوتا,جديدة,أوتوماتيك,,White,SUV,Gas,4000.0
نيسان جوك 2013,"670,000 ج.م.",نيسان,مستعملة,أوتوماتيك,"187,000 كم",Red,SUV,Gas,1600.0
فيات تيبو هاتشباك 2022,"805,000 ج.م.",فيات,مستعملة,أوتوماتيك,"105,000 كم",Brown,Hatchback,Gas,1600.0
شانجان إيدو بلس 2026,"1,140,000 ج.م.",شانجان,جديدة,أوتوماتيك,,Gray,Sedan,Gas,1500.0
إم جي 5 2026,"900,000 ج.م.",إم جي,جديدة,أوتوماتيك,,Red,Sedan,Gas,1500.0
دي إف إس كيه ايجل 580 2022,"300,000 ج.م.",دي إف إس كيه,مستعملة,مانيوال,"27,000 كم",Silver,Van,Gas,1600.0
مرسيدس GLC 300 COUPE 2026,"5,550,000 ج.م.",مرسيدس,جديدة,أوتوماتيك,,Black,Hatchback,Gas,2000.0
إم جي 5 2026,"900,000 ج.م.",إم جي,جديدة,أوتوماتيك,,Red,Sedan,Gas,1500.0
شيفروليه افيو 2014,"405,000 ج.م.",شيفروليه,مستعملة,أوتوماتيك,"122,000 كم",Maroon,Sedan,Gas,1500.0
مرسيدس GLA 200 2021,"2,550,000 ج.م.",مرسيدس,مستعملة,أوتوماتيك,"40,000 كم",Navy Blue,SUV,Gas,1400.0
شيفروليه اوبترا 2026,"745,000 ج.م.",شيفروليه,جديدة,أوتوماتيك,,Gray,Sedan,Gas,1500.0
بي واى دى سونج إل 2025,"1,970,000 ج.م.",بي واى دى,جديدة,أوتوماتيك,,Gray,Hatchback,Electric,
إم جي 5 2025,"1,100,000 ج.م.",إم جي,جديدة,أوتوماتيك,,White,Sedan,Gas,1500.0
مرسيدس C200 2023,"3,300,000 ج.م.",مرسيدس,جديدة,أوتوماتيك,,Black,Sedan,Gas,1500.0
نيسان سنترا 2026,"890,000 ج.م.",نيسان,جديدة,أوتوماتيك,,Silver,Sedan,Gas,1600.0
كيا سيلتوس 2025,"1,490,000 ج.م.",كيا,جديدة,أوتوماتيك,,Gray,Hatchback,Gas,1500.0
ميتسوبيشي اكسباندر 2025,"1,330,000 ج.م.",ميتسوبيشي,جديدة,أوتوماتيك,,,,,
جيتور T2 2026,"1,850,000 ج.م.",جيتور,جديدة,أوتوماتيك,,Beige,SUV,Gas,1500.0
ميتسوبيشي اكسباندر 2025,"1,330,000 ج.م.",ميتسوبيشي,جديدة,أوتوماتيك,,White,SUV,Gas,1500.0
إم جي ZS 2025,"1,060,000 ج.م.",إم جي,جديدة,أوتوماتيك,,Silver,Hatchback,Gas,1500.0
ميتسوبيشي اكسباندر 2025,"1,330,000 ج.م.",ميتسوبيشي,جديدة,أوتوماتيك,,,,,
إم جي ZS 2025,"1,060,000 ج.م.",إم جي,جديدة,أوتوماتيك,,White,Hatchback,Gas,1500.0
ميتسوبيشي اكسباندر 2025,"1,330,000 ج.م.",ميتسوبيشي,جديدة,أوتوماتيك,,,,,
شيري اريزو 5 2026,"745,000 ج.م.",شيري,جديدة,أوتوماتيك,,Black,Sedan,Gas,1500.0
نيسان صني 2026,"790,000 ج.م.",نيسان,جديدة,أوتوماتيك,,Black,Sedan,Gas,1500.0
مرسيدس C180 2019,"2,600,000 ج.م.",مرسيدس,مستعملة,أوتوماتيك,"66,000 كم",Black,Coupe,Gas,1600.0
إم جي 5 2023,"700,000 ج.م.",إم جي,جديدة,أوتوماتيك,,White,Sedan,Gas,1500.0
هيونداى النترا CN7 2025,"1,370,000 ج.م.",هيونداى,جديدة,أوتوماتيك,,White,Sedan,Gas,1600.0
ميتسوبيشي اكسباندر 2025,"1,330,000 ج.م.",ميتسوبيشي,جديدة,أوتوماتيك,,,,,
ميتسوبيشي اكسباندر 2025,"1,330,000 ج.م.",ميتسوبيشي,جديدة,أوتوماتيك,,White,Hatchback,Gas,1500.0
هيونداى سوناتا 2025,"2,100,000 ج.م.",هيونداى,جديدة,أوتوماتيك,,White,Sedan,Gas,1500.0
ميتسوبيشي اكسباندر 2025,"1,330,000 ج.م.",ميتسوبيشي,جديدة,أوتوماتيك,,Silver,Hatchback,Gas,1500.0
شانجان CS55 بلس 2026,"1,210,000 ج.م.",شانجان,جديدة,أوتوماتيك,,Silver,SUV,Gas,1500.0
بي واى دى سيجال 2025,"840,000 ج.م.",بي واى دى,جديدة,أوتوماتيك,,,,,
بي واى دى سيجال 2025,"830,000 ج.م.",بي واى دى,جديدة,أوتوماتيك,,,,,
بي واى دى سيجال 2025,"835,000 ج.م.",بي واى دى,جديدة,أوتوماتيك,,Champagne,SUV,Electric,
بي واى دى سيجال 2025,"820,000 ج.م.",بي واى دى,جديدة,أوتوماتيك,,Beige,Hatchback,Electric,
بي واى دى سيجال 2025,"820,000 ج.م.",بي واى دى,مستعملة,أوتوماتيك,10 كم,Beige,Hatchback,Electric,
بي واى دى سيجال 2025,"860,000 ج.م.",بي واى دى,جديدة,أوتوماتيك,,,,,
بي واى دى F3 2025,"690,000 ج.م.",بي واى دى,جديدة,أوتوماتيك,,Gray,Sedan,Gas,1500.0
بي واى دى سيجال 2025,"835,000 ج.م.",بي واى دى,جديدة,أوتوماتيك,,,,,
بي واى دى سونج بلس 2025,"1,525,000 ج.م.",بي واى دى,جديدة,أوتوماتيك,,Gray,SUV,Electric,
نيسان سنترا 2026,"880,000 ج.م.",نيسان,جديدة,أوتوماتيك,,Silver,Sedan,Gas,1600.0
جاك J7 2022,"725,000 ج.م.",جاك,مستعملة,أوتوماتيك,"36,000 كم",Red,Sedan,Gas,1500.0
هيونداى توسان 2026,"1,560,000 ج.م.",هيونداى,جديدة,أوتوماتيك,,Gray,SUV,Gas,1600.0
ميني كوبر S 2010,"750,000 ج.م.",ميني,مستعملة,أوتوماتيك,"170,000 كم",White,Coupe,Gas,1600.0
أوبل أسترا 2015,"485,000 ج.م.",أوبل,مستعملة,أوتوماتيك,"300,000 كم",Brown,Sedan,Diesel,1600.0
أوبل جراند لاند 2018,"850,000 ج.م.",أوبل,مستعملة,أوتوماتيك,"148,000 كم",Black,SUV,Gas,1600.0
رينج روفر VOGUE 2025,"10,000,000 ج.م.",رينج روفر,جديدة,أوتوماتيك,,Black,SUV,Gas,4400.0
بي واى دى سونج إل 2025,"1,950,000 ج.م.",بي واى دى,جديدة,أوتوماتيك,,Gray,SUV,Electric,
بي ام دبليو 420i كابورليه 2023,"3,900,000 ج.م.",بي ام دبليو,مستعملة,أوتوماتيك,"47,500 كم",Gray,Cabriolet,Gas,2000.0
فولكس فاجن id7 2024,"2,150,000 ج.م.",فولكس فاجن,جديدة,أوتوماتيك,,Gray,Sedan,Electric,
مرسيدس EQE SUV 2025,"3,700,000 ج.م.",مرسيدس,جديدة,أوتوماتيك,,Black,SUV,Electric,
لاند روفر رانج روفر ايفوك 2022,"3,600,000 ج.م.",لاند روفر,مستعملة,أوتوماتيك,"38,000 كم",Gray,SUV,Hybrid,2000.0
شيفروليه كامارو 2023,"4,500,000 ج.م.",شيفروليه,مستعملة,أوتوماتيك,"60,000 كم",Red,Coupe,Gas,2000.0
هيونداى أكسنت RB 2026,"850,000 ج.م.",هيونداى,جديدة,أوتوماتيك,,Gray,Sedan,Gas,1600.0
تسلا سايبر تراك 2024,"5,000,000 ج.م.",تسلا,مستعملة,أوتوماتيك,"19,120 كم",Black,Pickup,Electric,
بي ام دبليو i7 2024,"5,800,000 ج.م.",بي ام دبليو,مستعملة,أوتوماتيك,"6,592 كم",Gray,Sedan,Electric,
مرسيدس S450 2020,"6,600,000 ج.م.",مرسيدس,مستعملة,أوتوماتيك,"2,500 كم",White,Sedan,Gas,3000.0
ساوايست S 05 2026,"1,000,000 ج.م.",ساوايست,جديدة,أوتوماتيك,,Navy Blue,SUV,Gas,1500.0
بورش كايين 2026,"6,200,000 ج.م.",بورش,جديدة,أوتوماتيك,,Black,SUV,Electric,
فولكس فاجن id7 2024,"2,150,000 ج.م.",فولكس فاجن,جديدة,أوتوماتيك,,White,Sedan,Electric,
إم جي HS 2022,"1,250,000 ج.م.",إم جي,مستعملة,أوتوماتيك,"7,000 كم",Black,SUV,Gas,1500.0
سانج يونج تيفولي 2017,"720,000 ج.م.",سانج يونج,مستعملة,أوتوماتيك,"100,000 كم",Gray,SUV,Diesel,1600.0
مرسيدس CLA 200 2026,"2,900,000 ج.م.",مرسيدس,جديدة,أوتوماتيك,,Black,Sedan,Electric,
لاند روفر رانج روفر 2022,"5,700,000 ج.م.",لاند روفر,مستعملة,أوتوماتيك,"38,000 كم",Red,SUV,Gas,3000.0
مرسيدس C200 2026,"4,100,000 ج.م.",مرسيدس,جديدة,أوتوماتيك,,Black,Sedan,Gas,1500.0
بي ام دبليو 218i 2021,"1,550,000 ج.م.",بي ام دبليو,مستعملة,أوتوماتيك,"85,000 كم",Blue,Sedan,Gas,1500.0
ستروين C4 جراند بيكاسو 2016,"750,000 ج.م.",ستروين,مستعملة,أوتوماتيك,"230,000 كم",Maroon,SUV,Gas,1600.0
